2021-08-20 14:45:32.907 INFO  [218127] Logger 0 Initialized
2021-08-31 11:51:57.295 INFO  [129232] Logger 0 Initialized
2021-08-31 14:36:32.894 INFO  [149142] Logger 0 Initialized
2021-08-31 14:59:40.369 INFO  [159631] Logger 0 Initialized
2021-08-31 14:59:44.499 INFO  [159748] Logger 0 Initialized
2021-08-31 15:30:12.654 INFO  [175526] Logger 0 Initialized
2021-08-31 15:30:38.396 INFO  [175856] Logger 0 Initialized
2021-08-31 15:31:21.336 INFO  [176324] Logger 0 Initialized
2021-08-31 15:42:16.300 INFO  [180876] Logger 0 Initialized
2021-08-31 15:43:41.281 INFO  [182061] Logger 0 Initialized
2021-08-31 15:44:02.620 INFO  [182464] Logger 0 Initialized
2021-08-31 15:45:21.499 INFO  [183395] Logger 0 Initialized
2021-08-31 15:47:15.786 INFO  [184361] Logger 0 Initialized
2021-08-31 16:16:52.810 INFO  [193743] Logger 0 Initialized
2021-08-31 16:32:38.196 INFO  [199987] Logger 0 Initialized
2021-08-31 16:34:45.629 INFO  [200963] Logger 0 Initialized
2021-08-31 16:38:23.416 INFO  [202699] Logger 0 Initialized
2021-08-31 16:41:36.499 INFO  [204357] Logger 0 Initialized
2021-08-31 16:42:06.842 INFO  [204764] Logger 0 Initialized
2021-08-31 16:42:45.678 INFO  [205098] Logger 0 Initialized
2021-08-31 16:45:35.486 INFO  [206325] Logger 0 Initialized
2021-08-31 16:47:05.310 INFO  [207742] Logger 0 Initialized
2021-08-31 16:47:44.237 INFO  [208330] Logger 0 Initialized
2021-08-31 16:48:24.326 INFO  [209022] Logger 0 Initialized
2021-08-31 19:13:17.860 INFO  [219067] Logger 0 Initialized
2021-08-31 19:15:51.270 INFO  [220090] Logger 0 Initialized
2021-08-31 19:18:21.483 INFO  [221263] Logger 0 Initialized
2021-08-31 19:18:57.021 INFO  [221691] Logger 0 Initialized
2021-08-31 19:27:20.823 INFO  [226005] Logger 0 Initialized
2021-08-31 19:27:51.838 INFO  [226375] Logger 0 Initialized
2021-08-31 19:29:05.186 INFO  [226968] Logger 0 Initialized
2021-08-31 19:30:40.825 INFO  [228176] Logger 0 Initialized
2021-08-31 19:32:30.570 INFO  [229183] Logger 0 Initialized
2021-08-31 19:32:59.117 INFO  [229578] Logger 0 Initialized
2021-08-31 19:34:04.632 INFO  [230537] Logger 0 Initialized
2021-08-31 19:36:27.743 INFO  [231501] Logger 0 Initialized
2021-08-31 19:40:03.555 INFO  [232948] Logger 0 Initialized
2021-08-31 19:41:17.510 INFO  [233577] Logger 0 Initialized
2021-08-31 19:41:41.064 INFO  [233876] Logger 0 Initialized
2021-08-31 19:43:43.194 INFO  [234968] Logger 0 Initialized
2021-08-31 19:46:09.338 INFO  [235958] Logger 0 Initialized
2021-08-31 19:46:45.208 INFO  [236332] Logger 0 Initialized
2021-08-31 19:47:27.281 INFO  [236748] Logger 0 Initialized
2021-08-31 19:48:14.234 INFO  [237218] Logger 0 Initialized
2021-08-31 19:49:46.084 INFO  [237716] Logger 0 Initialized
2021-08-31 19:51:14.759 INFO  [238407] Logger 0 Initialized
2021-08-31 20:25:55.755 INFO  [251820] Logger 0 Initialized
2021-08-31 20:26:40.220 INFO  [252252] Logger 0 Initialized
2021-08-31 20:27:58.559 INFO  [253586] Logger 0 Initialized
2021-08-31 20:30:56.411 INFO  [255632] Logger 0 Initialized
2021-08-31 20:31:15.550 INFO  [255909] Logger 0 Initialized
2021-08-31 20:37:04.914 INFO  [258771] Logger 0 Initialized
2021-08-31 20:38:10.013 INFO  [259432] Logger 0 Initialized
2021-08-31 20:38:20.074 INFO  [259614] Logger 0 Initialized
2021-08-31 20:43:34.406 INFO  [261480] Logger 0 Initialized
2021-08-31 20:44:53.455 INFO  [262147] Logger 0 Initialized
2021-08-31 20:46:53.015 INFO  [262936] Logger 0 Initialized
2021-08-31 20:48:30.441 INFO  [263739] Logger 0 Initialized
2021-08-31 20:53:58.355 INFO  [265762] Logger 0 Initialized
2021-08-31 21:00:00.023 INFO  [267786] Logger 0 Initialized
2021-08-31 21:01:44.005 INFO  [268547] Logger 0 Initialized
2021-08-31 21:08:26.452 INFO  [271537] Logger 0 Initialized
2021-08-31 21:09:32.644 INFO  [272166] Logger 0 Initialized
2021-08-31 21:13:17.390 INFO  [274181] Logger 0 Initialized
2021-08-31 21:13:56.774 INFO  [274614] Logger 0 Initialized
2021-08-31 21:14:26.298 INFO  [275009] Logger 0 Initialized
2021-08-31 21:17:03.518 INFO  [275961] Logger 0 Initialized
2021-08-31 21:18:28.288 INFO  [276608] Logger 0 Initialized
2021-08-31 21:18:52.276 INFO  [276928] Logger 0 Initialized
2021-08-31 21:19:28.377 INFO  [277330] Logger 0 Initialized
2021-08-31 21:24:50.579 INFO  [279464] Logger 0 Initialized
2021-08-31 21:27:26.908 INFO  [280453] Logger 0 Initialized
2021-08-31 21:28:50.015 INFO  [281277] Logger 0 Initialized
2021-08-31 21:29:51.775 INFO  [282034] Logger 0 Initialized
2021-08-31 21:30:34.766 INFO  [282823] Logger 0 Initialized
2021-08-31 23:29:43.614 INFO  [313960] Logger 0 Initialized
2021-08-31 23:31:26.800 INFO  [315069] Logger 0 Initialized
2021-08-31 23:31:54.450 INFO  [315529] Logger 0 Initialized
2021-08-31 23:32:09.518 INFO  [315744] Logger 0 Initialized
2021-08-31 23:32:23.819 INFO  [315936] Logger 0 Initialized
2021-08-31 23:32:42.405 INFO  [316221] Logger 0 Initialized
2021-08-31 23:33:03.467 INFO  [316759] Logger 0 Initialized
2021-08-31 23:33:22.864 INFO  [317223] Logger 0 Initialized
2021-08-31 23:33:44.396 INFO  [317597] Logger 0 Initialized
2021-08-31 23:34:07.223 INFO  [317833] Logger 0 Initialized
2021-08-31 23:34:49.644 INFO  [318201] Logger 0 Initialized
2021-08-31 23:35:07.376 INFO  [318484] Logger 0 Initialized
2021-08-31 23:35:32.550 INFO  [318771] Logger 0 Initialized
2021-08-31 23:35:59.956 INFO  [319149] Logger 0 Initialized
2021-08-31 23:41:15.093 INFO  [321877] Logger 0 Initialized
2021-08-31 23:42:05.607 INFO  [322462] Logger 0 Initialized
2021-08-31 23:42:21.045 INFO  [322888] Logger 0 Initialized
2021-08-31 23:42:48.347 INFO  [323361] Logger 0 Initialized
2021-08-31 23:43:13.023 INFO  [323624] Logger 0 Initialized
2021-08-31 23:43:27.203 INFO  [323882] Logger 0 Initialized
2021-08-31 23:43:43.868 INFO  [324098] Logger 0 Initialized
2021-08-31 23:44:30.752 INFO  [324857] Logger 0 Initialized
2021-09-01 11:33:07.273 INFO  [86596] Logger 0 Initialized
2021-09-01 11:33:14.670 INFO  [86877] Logger 0 Initialized
2021-09-01 11:34:31.016 INFO  [87755] Logger 0 Initialized
2021-09-01 11:34:37.592 INFO  [88011] Logger 0 Initialized
2021-09-01 19:22:18.317 INFO  [222630] Logger 0 Initialized
2021-09-02 08:34:47.765 INFO  [366266] Logger 0 Initialized
2021-09-02 08:35:26.226 INFO  [366878] Logger 0 Initialized
2021-09-02 08:36:04.492 INFO  [367715] Logger 0 Initialized
2021-09-02 08:36:49.270 INFO  [368294] Logger 0 Initialized
2021-09-02 08:56:11.447 INFO  [383564] Logger 0 Initialized
2021-09-02 09:06:35.011 INFO  [389100] Logger 0 Initialized
2021-09-02 09:07:59.482 INFO  [390935] Logger 0 Initialized
2021-09-02 09:09:46.416 INFO  [392462] Logger 0 Initialized
2021-09-02 09:10:08.573 INFO  [392923] Logger 0 Initialized
2021-09-02 09:29:04.046 INFO  [395658] Logger 0 Initialized
2021-09-02 09:35:55.941 INFO  [401571] Logger 0 Initialized
2021-09-02 10:47:41.995 INFO  [427371] Logger 0 Initialized
2021-09-02 11:02:47.189 INFO  [433426] Logger 0 Initialized
2021-09-02 11:06:03.661 INFO  [436104] Logger 0 Initialized
2021-09-02 11:11:25.782 INFO  [440069] Logger 0 Initialized
2021-09-02 11:30:35.519 INFO  [457858] Logger 0 Initialized
2021-09-02 11:32:18.539 INFO  [459531] Logger 0 Initialized
2021-09-02 11:32:38.717 INFO  [460416] Logger 0 Initialized
2021-09-02 11:48:27.754 INFO  [479258] Logger 0 Initialized
2021-09-02 11:49:33.786 INFO  [480308] Logger 0 Initialized
2021-09-02 12:08:45.127 INFO  [16116] Logger 0 Initialized
2021-09-02 12:09:15.402 INFO  [16612] Logger 0 Initialized
2021-09-02 12:12:14.310 INFO  [18827] Logger 0 Initialized
2021-09-02 12:14:37.452 INFO  [20405] Logger 0 Initialized
2021-09-02 12:14:47.078 INFO  [20613] Logger 0 Initialized
2021-09-02 12:17:25.833 INFO  [22312] Logger 0 Initialized
2021-09-02 12:17:30.682 INFO  [22491] Logger 0 Initialized
2021-09-02 12:25:41.576 INFO  [26796] Logger 0 Initialized
2021-09-02 12:26:10.066 INFO  [27162] Logger 0 Initialized
2021-09-02 12:26:54.938 INFO  [27580] Logger 0 Initialized
2021-09-02 12:29:06.783 INFO  [28902] Logger 0 Initialized
2021-09-02 12:29:15.909 INFO  [29111] Logger 0 Initialized
2021-09-02 12:29:38.083 INFO  [29432] Logger 0 Initialized
2021-09-02 12:30:24.923 INFO  [30107] Logger 0 Initialized
2021-09-02 12:31:02.860 INFO  [30476] Logger 0 Initialized
2021-09-02 12:31:33.479 INFO  [30785] Logger 0 Initialized
2021-09-02 12:33:42.084 INFO  [32221] Logger 0 Initialized
2021-09-02 12:34:42.573 INFO  [32835] Logger 0 Initialized
2021-09-02 12:35:35.877 INFO  [33488] Logger 0 Initialized
2021-09-02 12:35:45.860 INFO  [33710] Logger 0 Initialized
2021-09-02 12:37:30.893 INFO  [34951] Logger 0 Initialized
2021-09-02 12:37:49.466 INFO  [35370] Logger 0 Initialized
2021-09-02 12:39:03.353 INFO  [36281] Logger 0 Initialized
2021-09-02 12:39:30.512 INFO  [36697] Logger 0 Initialized
2021-09-02 12:43:29.990 INFO  [38944] Logger 0 Initialized
2021-09-02 12:46:57.068 INFO  [41187] Logger 0 Initialized
2021-09-02 12:48:15.591 INFO  [41846] Logger 0 Initialized
2021-09-02 12:49:14.965 INFO  [42347] Logger 0 Initialized
2021-09-02 12:51:12.773 INFO  [44017] Logger 0 Initialized
2021-09-02 12:52:18.788 INFO  [44843] Logger 0 Initialized
2021-09-02 12:52:59.568 INFO  [45396] Logger 0 Initialized
2021-09-02 12:53:51.416 INFO  [46173] Logger 0 Initialized
2021-09-02 12:54:59.073 INFO  [47635] Logger 0 Initialized
2021-09-02 12:55:45.837 INFO  [48406] Logger 0 Initialized
2021-09-02 12:55:56.527 INFO  [48619] Logger 0 Initialized
2021-09-02 12:56:07.018 INFO  [48780] Logger 0 Initialized
2021-09-02 12:56:17.488 INFO  [48924] Logger 0 Initialized
2021-09-02 12:56:44.520 INFO  [49300] Logger 0 Initialized
2021-09-02 12:57:01.542 INFO  [49543] Logger 0 Initialized
2021-09-02 12:58:15.197 INFO  [50306] Logger 0 Initialized
2021-09-02 12:59:38.573 INFO  [51181] Logger 0 Initialized
2021-09-02 13:02:13.933 INFO  [53242] Logger 0 Initialized
2021-09-02 13:03:44.413 INFO  [54275] Logger 0 Initialized
2021-09-02 13:04:06.662 INFO  [54698] Logger 0 Initialized
2021-09-02 14:06:56.369 INFO  [69265] Logger 0 Initialized
2021-09-02 14:07:03.683 INFO  [69456] Logger 0 Initialized
2021-09-02 14:07:58.648 INFO  [69952] Logger 0 Initialized
2021-09-02 14:08:12.578 INFO  [70111] Logger 0 Initialized
2021-09-02 14:08:45.896 INFO  [70626] Logger 0 Initialized
2021-09-02 14:11:34.355 INFO  [72125] Logger 0 Initialized
2021-09-02 14:13:53.664 INFO  [73303] Logger 0 Initialized
2021-09-02 14:14:08.740 INFO  [73480] Logger 0 Initialized
2021-09-02 14:15:23.642 INFO  [74322] Logger 0 Initialized
2021-09-02 14:17:29.815 INFO  [75718] Logger 0 Initialized
2021-09-02 14:17:46.470 INFO  [76088] Logger 0 Initialized
2021-09-02 14:18:25.554 INFO  [76426] Logger 0 Initialized
2021-09-02 14:18:41.062 INFO  [76730] Logger 0 Initialized
2021-09-02 14:19:54.743 INFO  [77634] Logger 0 Initialized
2021-09-02 14:20:58.142 INFO  [78370] Logger 0 Initialized
2021-09-02 14:21:14.018 INFO  [78684] Logger 0 Initialized
2021-09-02 14:21:21.810 INFO  [78778] Logger 0 Initialized
2021-09-02 14:22:01.145 INFO  [79523] Logger 0 Initialized
2021-09-02 14:22:44.463 INFO  [80151] Logger 0 Initialized
2021-09-02 14:23:10.582 INFO  [80632] Logger 0 Initialized
2021-09-02 14:23:49.071 INFO  [81432] Logger 0 Initialized
2021-09-02 14:23:57.325 INFO  [81616] Logger 0 Initialized
2021-09-02 14:24:04.620 INFO  [81709] Logger 0 Initialized
2021-09-02 14:24:12.049 INFO  [81789] Logger 0 Initialized
2021-09-02 14:29:25.442 INFO  [84907] Logger 0 Initialized
2021-09-02 14:29:48.718 INFO  [85110] Logger 0 Initialized
2021-09-02 14:30:25.936 INFO  [85521] Logger 0 Initialized
2021-09-02 14:30:46.032 INFO  [85919] Logger 0 Initialized
2021-09-02 14:31:02.415 INFO  [86163] Logger 0 Initialized
2021-09-02 14:31:22.396 INFO  [86560] Logger 0 Initialized
2021-09-02 14:31:37.899 INFO  [86936] Logger 0 Initialized
2021-09-02 14:32:09.915 INFO  [87410] Logger 0 Initialized
2021-09-02 14:33:07.359 INFO  [88478] Logger 0 Initialized
2021-09-02 14:33:53.343 INFO  [89257] Logger 0 Initialized
2021-09-02 14:34:50.065 INFO  [90191] Logger 0 Initialized
2021-09-02 14:34:57.756 INFO  [90419] Logger 0 Initialized
2021-09-02 14:35:05.691 INFO  [90530] Logger 0 Initialized
2021-09-03 11:06:15.446 INFO  [74530] Logger 0 Initialized
2021-09-03 11:06:58.987 INFO  [75409] Logger 0 Initialized
2021-09-03 11:07:07.026 INFO  [75536] Logger 0 Initialized
2021-09-03 11:23:42.421 INFO  [89566] Logger 0 Initialized
2021-09-03 11:23:50.163 INFO  [89717] Logger 0 Initialized
2021-09-03 11:24:14.601 INFO  [90056] Logger 0 Initialized
2021-09-03 11:24:31.050 INFO  [90369] Logger 0 Initialized
2021-09-03 11:24:38.954 INFO  [90446] Logger 0 Initialized
2021-09-03 11:25:32.803 INFO  [91127] Logger 0 Initialized
2021-09-03 12:40:20.037 INFO  [118547] Logger 0 Initialized
2021-09-03 12:45:56.598 INFO  [120270] Logger 0 Initialized
2021-09-03 12:48:44.359 INFO  [122357] Logger 0 Initialized
2021-09-03 12:49:31.597 INFO  [122786] Logger 0 Initialized
2021-09-03 12:49:48.427 INFO  [123230] Logger 0 Initialized
2021-09-03 12:50:03.459 INFO  [123432] Logger 0 Initialized
2021-09-03 12:50:22.847 INFO  [124141] Logger 0 Initialized
2021-09-03 12:53:25.322 INFO  [126487] Logger 0 Initialized
2021-09-04 22:20:55.367 INFO  [143941] Logger 0 Initialized
2021-09-04 22:21:27.519 INFO  [144796] Logger 0 Initialized
2021-09-04 22:21:35.286 INFO  [145004] Logger 0 Initialized
2021-09-04 22:22:17.592 INFO  [145931] Logger 0 Initialized
2021-09-04 23:01:39.859 INFO  [168047] Logger 0 Initialized
2021-09-04 23:03:07.724 INFO  [168614] Logger 0 Initialized
2021-09-04 23:05:11.722 INFO  [169887] Logger 0 Initialized
2021-09-04 23:05:45.136 INFO  [170263] Logger 0 Initialized
2021-09-04 23:06:26.933 INFO  [170729] Logger 0 Initialized
2021-09-04 23:07:46.549 INFO  [171413] Logger 0 Initialized
2021-09-04 23:09:09.738 INFO  [172016] Logger 0 Initialized
2021-09-04 23:18:11.774 INFO  [175566] Logger 0 Initialized
2021-09-04 23:22:04.903 INFO  [179900] Logger 0 Initialized
2021-09-04 23:23:35.356 INFO  [180531] Logger 0 Initialized
2021-09-04 23:29:56.850 INFO  [183527] Logger 0 Initialized
2021-09-04 23:35:29.853 INFO  [186013] Logger 0 Initialized
2021-09-04 23:35:34.697 INFO  [186166] Logger 0 Initialized
2021-09-05 22:50:42.076 INFO  [23526] Logger 0 Initialized
2021-09-05 22:55:05.281 INFO  [25882] Logger 0 Initialized
2021-09-05 22:58:41.719 INFO  [27674] Logger 0 Initialized
2021-09-05 23:01:32.629 INFO  [29195] Logger 0 Initialized
2021-09-05 23:01:43.872 INFO  [29366] Logger 0 Initialized
2021-09-05 23:05:04.970 INFO  [30549] Logger 0 Initialized
2021-09-05 23:06:50.732 INFO  [31379] Logger 0 Initialized
2021-09-05 23:08:40.672 INFO  [32312] Logger 0 Initialized
2021-09-05 23:09:48.428 INFO  [32919] Logger 0 Initialized
2021-09-05 23:11:34.842 INFO  [33841] Logger 0 Initialized
2021-09-05 23:12:07.318 INFO  [34190] Logger 0 Initialized
2021-09-05 23:13:03.344 INFO  [34740] Logger 0 Initialized
2021-09-05 23:13:36.913 INFO  [35041] Logger 0 Initialized
2021-09-05 23:14:09.592 INFO  [35385] Logger 0 Initialized
2021-09-05 23:15:21.391 INFO  [36078] Logger 0 Initialized
2021-09-05 23:18:05.474 INFO  [37029] Logger 0 Initialized
2021-09-05 23:19:01.280 INFO  [37557] Logger 0 Initialized
2021-09-05 23:19:07.081 INFO  [37693] Logger 0 Initialized
2021-09-06 09:45:52.580 INFO  [20018] Logger 0 Initialized
2021-09-06 09:46:48.888 INFO  [20612] Logger 0 Initialized
2021-09-06 09:47:56.434 INFO  [21393] Logger 0 Initialized
2021-09-06 09:56:06.049 INFO  [28238] Logger 0 Initialized
2021-09-06 09:57:28.545 INFO  [30030] Logger 0 Initialized
2021-09-06 09:57:31.988 INFO  [30089] Logger 0 Initialized
2021-09-06 09:58:04.041 INFO  [30526] Logger 0 Initialized
2021-09-06 10:06:50.164 INFO  [35712] Logger 0 Initialized
2021-09-06 10:08:54.904 INFO  [37417] Logger 0 Initialized
2021-09-06 10:11:27.600 INFO  [39423] Logger 0 Initialized
2021-09-06 10:11:56.773 INFO  [39625] Logger 0 Initialized
2021-09-06 10:14:09.459 INFO  [40340] Logger 0 Initialized
2021-09-06 10:18:00.942 INFO  [42289] Logger 0 Initialized
2021-09-06 10:18:09.506 INFO  [42498] Logger 0 Initialized
2021-09-06 10:18:18.501 INFO  [42780] Logger 0 Initialized
2021-09-06 20:07:14.255 INFO  [274267] Logger 0 Initialized
2021-09-06 20:27:04.511 INFO  [276650] Logger 0 Initialized
2021-09-07 09:58:31.492 INFO  [401357] Logger 0 Initialized
2021-09-07 11:28:35.182 INFO  [451790] Logger 0 Initialized
2021-09-07 11:38:38.274 INFO  [457279] Logger 0 Initialized
2021-09-07 14:03:00.090 INFO  [509442] Logger 0 Initialized
2021-09-08 13:31:19.172 INFO  [32498] Logger 0 Initialized
2021-09-08 13:31:53.415 INFO  [32927] Logger 0 Initialized
2021-09-08 13:33:48.753 INFO  [34398] Logger 0 Initialized
2021-09-08 13:34:03.484 INFO  [34632] Logger 0 Initialized
2021-09-08 13:34:13.925 INFO  [34907] Logger 0 Initialized
2021-09-08 13:34:23.031 INFO  [35049] Logger 0 Initialized
2021-09-08 13:34:32.636 INFO  [35194] Logger 0 Initialized
2021-09-08 13:34:41.254 INFO  [35319] Logger 0 Initialized
2021-09-08 13:35:53.342 INFO  [36363] Logger 0 Initialized
2021-09-08 13:36:38.289 INFO  [37910] Logger 0 Initialized
2021-09-08 13:36:46.360 INFO  [37971] Logger 0 Initialized
2021-09-08 13:36:54.987 INFO  [38101] Logger 0 Initialized
2021-09-08 13:37:17.461 INFO  [38664] Logger 0 Initialized
2021-09-08 13:37:28.934 INFO  [38893] Logger 0 Initialized
2021-09-08 13:37:36.904 INFO  [38975] Logger 0 Initialized
2021-09-08 13:38:02.590 INFO  [39895] Logger 0 Initialized
2021-09-08 13:38:27.871 INFO  [40475] Logger 0 Initialized
2021-09-08 13:38:38.749 INFO  [40570] Logger 0 Initialized
2021-09-08 13:38:49.786 INFO  [40718] Logger 0 Initialized
2021-09-08 13:38:57.618 INFO  [40830] Logger 0 Initialized
2021-09-08 13:39:10.706 INFO  [40945] Logger 0 Initialized
2021-09-08 13:39:18.568 INFO  [41115] Logger 0 Initialized
2021-09-08 13:39:29.058 INFO  [41222] Logger 0 Initialized
2021-09-08 14:44:49.720 INFO  [65826] Logger 0 Initialized
2021-09-08 17:34:29.379 INFO  [170248] Logger 0 Initialized
2021-09-08 17:35:41.257 INFO  [171811] Logger 0 Initialized
2021-09-09 09:06:16.600 INFO  [22749] Logger 0 Initialized
2021-09-09 09:06:32.085 INFO  [22900] Logger 0 Initialized
2021-09-09 09:07:01.734 INFO  [23364] Logger 0 Initialized
2021-09-09 09:31:20.117 INFO  [35026] Logger 0 Initialized
2021-09-09 09:33:08.436 INFO  [36069] Logger 0 Initialized
2021-09-10 11:12:14.005 INFO  [94259] Logger 0 Initialized
2021-09-10 11:12:41.460 INFO  [94670] Logger 0 Initialized
2021-09-10 11:16:05.495 INFO  [96495] Logger 0 Initialized
2021-09-10 11:17:19.825 INFO  [97295] Logger 0 Initialized
2021-09-10 11:18:15.250 INFO  [97790] Logger 0 Initialized
2021-09-12 13:55:23.891 INFO  [103897] Logger 0 Initialized
2021-09-14 15:55:17.629 INFO  [191973] Logger 0 Initialized
2021-09-14 15:56:43.390 INFO  [192780] Logger 0 Initialized
2021-09-14 16:00:50.991 INFO  [194493] Logger 0 Initialized
2021-09-15 22:09:15.467 INFO  [320722] Logger 0 Initialized
2021-09-15 22:10:15.941 INFO  [321874] Logger 0 Initialized
2021-09-15 22:10:56.636 INFO  [322326] Logger 0 Initialized
2021-09-15 22:12:07.221 INFO  [323070] Logger 0 Initialized
2021-09-15 22:12:13.770 INFO  [323175] Logger 0 Initialized
2021-09-15 22:15:16.648 INFO  [323937] Logger 0 Initialized
2021-09-15 22:17:43.715 INFO  [324553] Logger 0 Initialized
2021-09-15 22:18:25.911 INFO  [324744] Logger 0 Initialized
2021-09-15 22:18:31.163 INFO  [324810] Logger 0 Initialized
2021-09-15 22:18:36.200 INFO  [324861] Logger 0 Initialized
2021-09-15 22:23:30.866 INFO  [327385] Logger 0 Initialized
2021-09-15 22:23:51.592 INFO  [327493] Logger 0 Initialized
2021-09-15 22:23:57.765 INFO  [327552] Logger 0 Initialized
2021-09-15 22:43:01.691 INFO  [333996] Logger 0 Initialized
2021-09-15 22:43:07.293 INFO  [334036] Logger 0 Initialized
2021-09-15 22:43:22.575 INFO  [334323] Logger 0 Initialized
2021-09-15 22:44:02.348 INFO  [334636] Logger 0 Initialized
2021-09-15 22:44:21.828 INFO  [334752] Logger 0 Initialized
2021-09-15 22:44:26.690 INFO  [334815] Logger 0 Initialized
2021-09-15 22:44:31.527 INFO  [334844] Logger 0 Initialized
2021-09-15 22:44:37.091 INFO  [334881] Logger 0 Initialized
2021-09-15 22:44:41.042 INFO  [334928] Logger 0 Initialized
2021-09-15 22:45:09.318 INFO  [335249] Logger 0 Initialized
2021-09-15 22:47:24.326 INFO  [336363] Logger 0 Initialized
2021-09-15 22:47:56.236 INFO  [336610] Logger 0 Initialized
2021-09-15 22:48:06.242 INFO  [336712] Logger 0 Initialized
2021-09-15 23:05:39.912 INFO  [342751] Logger 0 Initialized
2021-09-16 10:31:17.558 INFO  [65674] Logger 0 Initialized
2021-09-16 10:31:38.857 INFO  [65848] Logger 0 Initialized
2021-09-16 11:31:29.590 INFO  [98641] Logger 0 Initialized
2021-09-16 11:51:50.325 INFO  [107854] Logger 0 Initialized
2021-09-16 11:52:09.288 INFO  [108023] Logger 0 Initialized
2021-09-16 11:52:14.537 INFO  [108082] Logger 0 Initialized
2021-09-16 11:52:23.236 INFO  [108184] Logger 0 Initialized
2021-09-16 11:52:27.981 INFO  [108241] Logger 0 Initialized
2021-09-16 11:54:48.939 INFO  [110307] Logger 0 Initialized
2021-09-16 11:55:15.697 INFO  [110697] Logger 0 Initialized
2021-09-16 11:55:40.974 INFO  [110981] Logger 0 Initialized
2021-09-16 11:56:03.892 INFO  [111376] Logger 0 Initialized
2021-09-16 11:56:26.124 INFO  [111924] Logger 0 Initialized
2021-09-16 11:56:54.020 INFO  [112563] Logger 0 Initialized
2021-09-16 11:57:05.350 INFO  [112744] Logger 0 Initialized
2021-09-16 11:57:13.263 INFO  [112929] Logger 0 Initialized
2021-09-16 12:10:25.321 INFO  [120025] Logger 0 Initialized
2021-09-16 12:10:32.825 INFO  [120165] Logger 0 Initialized
2021-09-16 19:53:00.416 INFO  [271894] Logger 0 Initialized
2021-09-16 19:53:27.596 INFO  [272042] Logger 0 Initialized
2021-09-17 10:40:04.765 INFO  [52693] Logger 0 Initialized
2021-09-17 11:39:10.095 INFO  [88421] Logger 0 Initialized
2021-09-17 11:39:43.558 INFO  [89276] Logger 0 Initialized
2021-09-17 11:40:13.689 INFO  [89977] Logger 0 Initialized
2021-09-17 11:42:20.984 INFO  [91161] Logger 0 Initialized
2021-09-17 11:49:59.826 INFO  [103220] Logger 0 Initialized
2021-09-17 11:51:03.917 INFO  [104723] Logger 0 Initialized
2021-09-17 11:51:22.983 INFO  [105141] Logger 0 Initialized
2021-09-17 11:51:34.072 INFO  [105546] Logger 0 Initialized
2021-09-17 11:52:29.305 INFO  [106523] Logger 0 Initialized
2021-09-17 11:52:35.642 INFO  [106599] Logger 0 Initialized
2021-09-17 11:52:42.176 INFO  [106800] Logger 0 Initialized
2021-09-17 11:52:48.125 INFO  [106860] Logger 0 Initialized
2021-09-17 11:53:31.642 INFO  [107618] Logger 0 Initialized
2021-09-17 11:53:41.973 INFO  [107868] Logger 0 Initialized
2021-09-17 11:57:37.804 INFO  [111035] Logger 0 Initialized
2021-09-17 11:58:52.926 INFO  [112067] Logger 0 Initialized
2021-09-17 12:00:17.279 INFO  [113381] Logger 0 Initialized
2021-09-17 12:03:15.038 INFO  [115569] Logger 0 Initialized
2021-09-17 12:04:14.843 INFO  [116317] Logger 0 Initialized
2021-09-17 12:06:12.783 INFO  [118285] Logger 0 Initialized
2021-09-17 12:20:33.185 INFO  [135401] Logger 0 Initialized
2021-09-17 12:21:06.051 INFO  [135797] Logger 0 Initialized
2021-09-17 12:21:11.367 INFO  [135875] Logger 0 Initialized
2021-09-17 12:21:17.474 INFO  [135975] Logger 0 Initialized
2021-09-17 12:21:38.901 INFO  [136191] Logger 0 Initialized
2021-09-17 12:22:00.734 INFO  [136353] Logger 0 Initialized
2021-09-17 12:22:40.619 INFO  [136775] Logger 0 Initialized
2021-09-17 12:24:33.047 INFO  [139637] Logger 0 Initialized
2021-09-17 12:25:06.940 INFO  [140305] Logger 0 Initialized
2021-09-17 12:41:14.609 INFO  [157519] Logger 0 Initialized
2021-09-17 12:41:22.569 INFO  [157641] Logger 0 Initialized
2021-09-17 12:41:29.244 INFO  [157762] Logger 0 Initialized
2021-09-17 12:41:36.929 INFO  [157914] Logger 0 Initialized
2021-09-17 12:41:46.976 INFO  [158003] Logger 0 Initialized
2021-09-17 12:50:19.876 INFO  [164621] Logger 0 Initialized
2021-09-17 12:50:54.475 INFO  [165227] Logger 0 Initialized
2021-09-17 12:53:17.497 INFO  [167815] Logger 0 Initialized
2021-09-17 12:54:16.636 INFO  [168622] Logger 0 Initialized
2021-09-17 13:03:26.491 INFO  [180027] Logger 0 Initialized
2021-09-17 13:16:54.822 INFO  [190672] Logger 0 Initialized
2021-09-21 16:11:42.967 INFO  [737266] Logger 0 Initialized
2021-09-21 16:25:11.164 INFO  [746917] Logger 0 Initialized
2021-09-21 16:42:16.351 INFO  [763132] Logger 0 Initialized
2021-09-21 17:19:11.309 INFO  [773579] Logger 0 Initialized
2021-09-21 17:21:20.537 INFO  [775782] Logger 0 Initialized
2021-09-21 17:21:35.092 INFO  [776279] Logger 0 Initialized
2021-09-21 17:22:33.718 INFO  [777327] Logger 0 Initialized
